"Key","bn","en","es","hi","id","ptg","tl","ur","vi","zh"
"UserPage_ck","জমা","Deposit","Depósito","जमा","Deposit","Depósito","Deposito","جمع","Gửi tiền","存款"
"UserPage_qk","প্রত্যাহার","Withdrawal","Retiro","निकासी","Penarikan","Retirada","Pag-withdraw","واپسی","Rút tiền","取款"
"UserPage_kf","সেবা কেন্দ্র","Service Center","Centro de servicio","सर्विस सेंटर","Pusat Layanan","Centro de Atendimento","Service Center","سروس سینٹر","Trung tâm Dịch vụ","客服"
"UserPage_grzl","ব্যক্তিগত","Personal","Personal","निजी","Pribadi","Pessoal","Personal","ذاتی","Cá nhân","个人资料"
"UserPage_zjmx","লেনদেন","Transaction","Transacción","लेन-देन","Transaksi","Transação","Transaksyon","لین دین","Giao dịch","资金明细"
"UserPage_tzjl","বাজি","Bet","Apuesta","शर्त","Taruhan","Apostas","Taya","شرط لگانا","Cược","投注记录"
"UserPage_znxx","বার্তা","Messages","Mensajes","संदेशों","Pesan","Mensagens","Mga Mensahe","پیغامات","Tin nhắn","站内信息"
"UserPage_zqzx","নিরাপদ","Safe","Seguro","सुरक्षित","Aman","Seguro","Ligtas na Taya","محفوظ","An toàn","安全中心"
"UserPage_djxq","ভিআইপি","VIP","VIP","VIP","VIP","VIP","VIP","وی آئی پی","VIP","等级详情"
"UserPage_xsjc","নবীন টিউটোরিয়াল","Novice tutorial","Tutorial para novatos","नौसिखिया ट्यूटोरियल","Tutorial pemula","Tutorial de iniciação","Tutorial para sa Baguhan","نیا ٹیوٹوریل","Hướng dẫn cho người mới","新手教程"
"about_title","আমাদের সম্পর্কে","about us","Sobre nosotros","हमारे बारे में","tentang kami","sobre nós","Tungkol sa Amin","ہمارے بارے میں","về chúng tôi","关于我们"
"UserPage_gy","আমাদের সম্পর্কে","About us","Sobre nosotros","हमारे बारे में","Tentang kami","Sobre nós","Tungkol sa Amin","ہمارے بارے میں","Về chúng tôi","关于我们"
"washCode_xm","কোড ওয়াশিং","Code washing","Lavado de código","कोड वाशिंग","Code washing","Código de lavagem","Code Washing","کوڈ واشنگ","Rửa mã","洗码"
"washCode_xmbl","রিবেট রেট","Rebate Rate","Tasa de reembolso","छूट दर","Nilai Rabat","Taxa de Rebate","Rebate Rate","چھوٹ کی شرح","Tỷ lệ hoàn tiền","洗码比例"
"washCode_lsxmjl","দালালির ইতিহাস","Brokerage history","Historial de corretaje","दलाली का इतिहास","Riwayat pialang","Histórico de corretores","History ng Brokerage","بروکریج کی تاریخ","Lịch sử môi giới","历史洗码记录"
"washCode_xmje","রিবেট","Rebate","Reembolso","छूट","Rabat","Rebate","Rebate","چھوٹ","Hoàn tiền","洗码金额"
"washCode_sdxm","ম্যানুয়াল দালালি","Manual brokerage","Corretaje manual","मैनुअल दलाली","Pialang manual","Corretor manual","Manwal na Brokerage","دستی دلالی","Môi giới thủ công","手动洗码"
"washCode_scjssj","শেষ হিসাব","Last calculation","Última calculadora","अंतिम गणना","Kalkulasi terakhir","Último cálculo","Huling Kalkulasyon","آخری حساب","Phép tính cuối cùng","上次计算时间"
"washCode_zjyxtz","মোট বৈধ বাজি","Total Valid Bets","Apuestas válidas totales","कुल वैध दांव","Total Taruhan Valid","Total de apostas válidas","Kabuuang may bisang Taya","کل درست شرط","Tổng Khoản cược Hợp lệ","总计投注"
"washCode_zdyc","বেটিং অর্ডারের বিলম্বের কারণে, স্ব-দালালির জ্যাকপটের নিষ্পত্তি বিলম্বিত হবে।","Due to the delay of betting orders, the settlement for the jackpot of self-brokerage would be delayed.","Debido al retraso de las órdenes de apuestas, el cierre del jackpot de corretaje propio se retrasará.","सट्टेबाजी के आदेशों में देरी के कारण, स्व-ब्रोकरेज के जैकपॉट के निपटान में देरी होगी।","Karena keterlambatan perintah taruhan, penyelesaian jackpot dari pialang mandiri akan tertunda.","Devido ao atraso das ordens de apostas, o acordo para o jackpot do auto-brokerage seria adiado.","Dahil sa pagkaantala ng mga order sa pagtaya, maaantala ang pagproseso ng jackpot ng sariling brokerage.","بیٹنگ آرڈرز میں تاخیر کی وجہ سے سیلف بروکریج کے جیک پاٹ کے تصفیے میں تاخیر ہوگی۔","Do các lệnh cược bị chậm trễ, nên việc thanh toán giải độc đắc cho hoạt động tự môi giới sẽ bị chậm trễ.","由于注单延迟，自助洗码彩金会延迟统计"
"washCode_qbyx","গেমস","Games","Juegos","खेल","Permainan","Jogos de Jogos","Mga Laro","گیمز","Trò chơi","全部游戏"
"washCode_yxxml","বৈধ পণ","Valid Stake","Apuesta válida","वैध हिस्सेदारी","Taruhan Valid","Stake válido","May bisang Taya","درست داؤ","Khoản đặt cược Hợp lệ","有效投注额"
"washCode_bl","শতাংশ","Percentage","Porcentaje","प्रतिशत","Persentase","Percentagem","Porsyento","فیصد","Phần trăm","比例"
"washCode_zzqq","অনুরোধ করছি","Requesting","Solicitando","अनुरोध कर रहा हूँ","Meminta","Pedidos","Nagpo-proseso","درخواست کر رہا ہے۔","Đang yêu cầu","正在请求…"
"washCode_gxn","অভিনন্দন! ওয়াশআউট প্রাপ্ত","Congratulations! The washout obtained","¡Felicidades! El lavado obtenido","बधाई हो! वाशआउट प्राप्त हुआ","Selamat! Washout didapatkan","Parabéns! A lavagem obtida","Kongrats! Nakamit ang Kabuuang Washout","مبارک ہو! واش آؤٹ حاصل ہوا۔","Xin chúc mừng! Đã được rửa sạch","恭喜你！本次洗码获得"
"washCode_zjzl","শুভকামনা","Good luck","Buena suerte","आपको कामयाबी मिले","Semoga beruntung","Boa sorte","Good luck","گڈ لک","Chúc may mắn","请再接再厉"
"washCodeDeatil_xmxq","কোড ওয়াশিং এর বিশদ বিবরণ","Details of code washing","Detalles del lavado de código","कोड वाशिंग का विवरण","Detail dari code washing","Detalhes de lavagem de código","Detalye ng Code Washing","کوڈ واشنگ کی تفصیلات","Chi tiết rửa mã","洗码详情"
"washCodeDeatil_qbyx","সব খেলা","All games","Todos los juegos","सभी खेल","Semua permainan","Todos os jogos","Lahat ng Laro","تمام کھیل","Tất cả trò chơi","全部游戏"
"washCodeDeatil_yxxml","কার্যকরী বাজি পরিমাণ","Effective bet amount","Cantidad de apuesta efectiva","प्रभावी दांव राशि","Jumlah taruhan efektif","Quantidade de aposta eficaz","Halagang Epektibong Taya","مؤثر شرط کی رقم","Số tiền cược hiệu quả","有效投注额"
"washCodeDeatil_bl","অনুপাত","Proportion","Proporción","अनुपात","Proporsi","Proporção","Proporsyon","تناسب","Tỷ lệ","比例"
"washCodeDeatil_xmje","কোড ওয়াশিং পরিমাণ","Code washing amount","Cantidad de lavado de código","कोड धुलाई राशि","Jumlah code washing","Código quantidade de lavagem","Halaga ng Code Washing","کوڈ دھونے کی رقم","Số tiền rửa mã","洗码金额"
"washCodeHistory_lsxmjl","ইতিহাস কোড ওয়াশিং রেকর্ড","History code washing record","Historial de lavado de código","इतिहास कोड वाशिंग रिकॉर्ड","Catatan riwayat code washing","Registro de lavagem de código histórico","History ng Code Washing Record","تاریخ کوڈ دھونے کا ریکارڈ","Hồ sơ rửa mã trong lịch sử","历史洗码记录"
"washCodeHistory_xmsj","কোড ধোয়ার সময়","Code washing time","Hora de lavado de código","कोड धोने का समय","Waktu code washing","Código tempo de lavagem","Oras ng Rebate","کوڈ دھونے کا وقت","Thời gian rửa mã","洗码时间"
"washCodeHistory_xml","কার্যকরী বাজি পরিমাণ","Effective bet amount","Cantidad de apuesta efectiva","प्रभावी दांव राशि","Jumlah taruhan efektif","Quantidade de aposta eficaz","Halagang Epektibong Taya","مؤثر شرط کی رقم","Số tiền cược hiệu quả","有效投注额"
"washCodeHistory_xmje","কোড ওয়াশিং পরিমাণ","Code washing amount","Cantidad de lavado de código","कोड धुलाई राशि","Jumlah code washing","Código quantidade de lavagem","Halaga ng Code Washing","کوڈ دھونے کی رقم","Số tiền rửa mã","洗码金额"
"washCodeHistory_xq","বিস্তারিত","Details","Detalles","विवरण","Detail","Detalhes","Detalye","تفصیلات","Chi tiết","详情"
"washCodeHistory_ck","দেখুন","View","Ver","देखना","Lihat","Visualização","Tingnan","دیکھیں","Xem","查看详情"
"washCodeRatio_xmbl","রিবেট রেট","Rebate Rate","Tasa de reembolso","छूट दर","Nilai Rabat","Taxa de Rebate","Rebate Rate","چھوٹ کی شرح","Tỷ lệ Hoàn tiền","洗码比例"
"washCodeRatio_xmfw","ব্রোকারেজ পরিসীমা","Brokerage range","Rango de corretaje","ब्रोकरेज रेंज","Kisaran pialang","Gama de corretores","Saklaw ng Brokerage","بروکریج کی حد","Phạm vi môi giới","洗码范围"
"washCodeRatio_dj","স্তর","Level","Nivel","स्तर","Level","Nível","Level","سطح","Cấp độ","等级"
"washCodeRatio_pp","প্ল্যাটফর্ম:","Platform:","Plataforma:","प्लैटफ़ॉर्म:","Platform:","Plataforma:","Platforms:","پلیٹ فارم:","Nền tảng:","平台："
"mpage_zztz","জাম্পিং","Jumping","Saltando","जंपिंग","Melompat","Saltar","Jumping","چھلانگ لگانا","Đang nhảy","正在跳转…"
